verdict_1,verdict_2,domain,similarity_score
תפ_41599-03-22,תפ_41832-08-24,weapon,94.40619
תפ_18203-04-19,תפ_41950-02-19,drugs,92.27506
תפ_12213-10-16,תפ_17655-10-22,weapon,94.50236
תפ_1410-03-24,תפ_28991-04-22,weapon,93.11771
תפ_35843-03-22,תפ_50626-09-22,weapon,95.60145
תפ_19759-07-21,תפ_61118-07-23,weapon,94.47301
תפ_20644-11-22,תפ_41855-07-16,weapon,94.666954
תפ_24822-01-21,תפח_34198-06-18,weapon,90.39328
תפ_41242-02-17,תפ_6852-03-21,weapon,94.43567
תפ_47276-02-22,תפ_63953-01-24,weapon,83.83036
תפ_38883-05-22,תפ_46250-11-21,weapon,94.002266
תפ_63355-02-23,תפח_17033-01-22,weapon,93.237
תפ_28715-03-22,תפ_52126-11-23,weapon,96.55244
תפ_23282-05-17,תפ_35074-05-17,drugs,93.640976
תפ_20513-06-20,תפ_44540-10-20,drugs,95.42195
תפ_45537-07-17,תפ_60380-03-22,drugs,84.71249
תפ_10108-11-21,תפ_24239-05-17,drugs,94.33578
תפ_12834-03-18,תפ_31419-11-20,drugs,96.57603
תפ_13301-07-18,תפ_47284-06-18,weapon,94.859406
תפ_69941-03-23,תפח_52360-06-20,weapon,91.07689
תפ_13142-02-15,תפ_3384-12-23,weapon,94.42876
תפ_31218-10-14,תפ_50809-07-17,weapon,92.33827
תפ_14044-03-20,תפ_50986-12-16,weapon,91.11438
תפ_60820-07-14,תפ_63305-08-22,weapon,88.2795
תפ_9873-02-17,תפח_5551-06-16,weapon,92.29937
תפ_10896-06-20,תפ_18397-02-16,weapon,94.498566
תפ_6514-03-23,תפח_866-07-14,weapon,91.95848
תפ_12376-04-20,תפ_69158-11-16,weapon,93.590775
תפ_29620-01-23,תפ_58027-12-21,weapon,92.00942
תפ_28931-09-20,תפ_5911-11-16,drugs,93.50135
תפ_3910-02-23,תפ_54202-01-23,weapon,93.42611
תפ_2058-09-17,תפח_17033-01-22,weapon,93.493034
תפ_18689-01-17,תפ_30191-05-15,weapon,92.423805
תפ_19821-02-17,תפ_30433-06-22,weapon,91.43608
תפ_1139-06-23,תפ_3986-06-22,weapon,95.21983
תפ_3667-07-15,תפ_8444-04-23,drugs,93.940094
תפ_31640-02-23,תפ_7498-11-14,weapon,89.49006
תפ_41952-02-22,תפ_51306-12-18,weapon,90.86436
תפ_30575-03-20,תפ_41762-12-20,weapon,94.08128
תפ_26552-06-23,תפ_58774-07-22,weapon,94.06012
תפ_59888-08-22,תפ_9270-02-21,drugs,92.31953
תפ_10300-06-20,תפ_51971-12-21,weapon,92.758514
תפ_4102-11-20,תפ_52848-09-22,weapon,91.079704
תפ_3295-04-18,תפ_59812-02-16,weapon,92.50911
תפ_12376-04-20,תפ_28845-04-22,weapon,91.88276
תפ_40932-03-18,תפ_52782-09-22,weapon,96.88774
תפ_23282-05-17,תפ_3766-09-21,drugs,92.61147
תפ_23253-12-15,תפ_40634-03-20,weapon,90.93049
תפ_48281-08-18,תפ_50074-12-12,drugs,84.76769
תפ_40450-09-15,תפ_6904-12-14,weapon,92.12607
תפ_17655-10-22,תפ_35397-07-21,weapon,94.6244
תפ_13281-07-13,תפ_61452-02-16,weapon,90.211876
תפ_8008-07-19,תפח_54962-08-15,weapon,91.907555
תפ_13632-08-17,תפ_4133-01-20,weapon,93.84522
תפ_1641-04-19,תפ_35431-03-21,weapon,95.49164
תפ_14479-06-20,תפ_9115-10-16,weapon,92.70156
תפ_30575-03-20,תפ_7735-04-19,weapon,94.38306
תפ_2330-02-20,תפ_26792-04-16,drugs,92.640434
תפ_1118-10-18,תפ_32339-12-19,weapon,94.0156
תפ_33439-01-21,תפ_40650-03-22,drugs,94.42211
תפ_24053-04-20,תפ_68577-08-21,drugs,94.734535
תפ_33916-02-22,תפ_46118-07-24,drugs,97.197685
תפ_27103-01-18,תפ_29216-07-16,drugs,92.73224
תפ_23872-02-19,תפ_38193-11-23,weapon,92.33043
תפ_19908-10-21,תפ_6832-11-23,weapon,92.63717
תפ_19908-10-21,תפ_7774-03-23,weapon,91.971954
תפ_22417-12-21,תפ_7467-12-20,weapon,92.15038
תפ_34353-03-17,תפ_48194-05-22,drugs,
תפ_1631-01-22,תפ_39345-03-20,weapon,91.599365
תפ_1108-05-15,תפ_58511-01-20,weapon,90.46948
תפ_17023-12-18,תפ_62092-06-16,drugs,96.83156
תפ_14115-07-19,תפ_630-02-18,weapon,95.90404
תפ_1219-06-23,תפח_15217-03-19,weapon,93.65967
תפ_63953-01-24,תפ_69158-11-16,weapon,83.90275
תפ_44477-08-20,תפ_69278-05-18,drugs,95.92207
תפ_27405-05-22,תפ_52515-03-20,weapon,94.9324
תפ_21594-06-16,תפ_43338-05-16,weapon,94.11709
תפ_45713-07-17,תפ_6904-12-14,weapon,90.74086
תפ_37175-07-20,תפ_3772-01-16,weapon,93.562294
תפ_12411-02-21,תפ_48905-12-20,weapon,91.53396
תפ_27929-03-19,תפ_4411-07-19,weapon,96.27589
תפ_41830-12-21,תפ_6153-02-21,weapon,95.035355
תפ_28615-08-17,תפ_61452-12-22,weapon,94.6343
תפ_2791-06-18,תפ_32156-02-19,drugs,96.43891
תפ_30433-06-22,תפ_9632-08-23,weapon,95.28462
תפ_189-01-16,תפ_29529-07-20,weapon,94.65337
תפ_21284-10-19,תפ_37495-01-20,drugs,96.43973
תפ_10814-01-20,תפ_8689-04-21,drugs,86.54411
תפ_52416-06-20,תפ_67356-12-21,weapon,95.23318
תפ_1219-06-23,תפ_51209-04-23,weapon,93.28846
תפ_54202-12-21,תפ_66893-12-21,weapon,94.747215
תפ_52000-02-15,תפ_950-09-17,weapon,87.31574
תפ_46786-01-23,תפ_47304-02-18,drugs,91.2659
תפ_17707-04-14,תפ_63155-05-23,weapon,92.223946
תפ_24748-11-21,תפ_30575-03-20,weapon,91.649124
תפ_66542-05-20,תפח_17033-01-22,weapon,92.71352
תפ_4475-11-18,תפ_61299-12-19,weapon,94.226906
תפ_10971-03-11,תפ_27103-01-18,drugs,94.88638
תפ_46379-02-21,תפח_17033-01-22,weapon,92.77014
תפ_39808-05-23,תפ_44169-08-22,weapon,94.4987
תפ_21339-07-21,תפ_30678-02-22,drugs,95.658325
תפ_27294-04-19,תפח_56363-07-20,weapon,90.26089
תפ_5013-12,תפ_59422-07-14,weapon,88.758514
תפ_14885-06-24,תפ_24822-01-21,weapon,88.95502
תפ_30575-03-20,תפ_31249-06-14,weapon,94.01319
תפ_59004-08-23,תפ_6695-10-23,weapon,94.2878
תפ_39808-05-23,תפ_67356-12-21,weapon,92.03012
תפ_12130-05-22,תפ_27961-04-18,drugs,97.23302
תפ_17260-12-23,תפ_4459-03-24,weapon,93.797386
תפ_31862-05-13,תפ_63155-05-23,weapon,95.24768
תפ_18484-07-23,תפ_67356-12-21,weapon,92.61381
תפ_24239-05-17,תפ_40063-03-18,drugs,94.86769
תפ_19759-07-21,תפ_35431-03-21,weapon,94.16575
תפ_31334-11-15,תפ_371-10-15,weapon,91.32089
תפ_10938-11-23,תפ_33420-12-20,weapon,95.58679
תפ_53669-03-22,תפח_24510-09-15,weapon,89.5931
תפ_27780-05-15,תפ_3451-02-14,weapon,94.28924
תפ_10108-11-21,תפ_20513-06-20,drugs,93.48546
תפ_12130-05-22,תפ_65292-07-23,drugs,96.28801
תפ_39808-05-23,תפ_52789-09-22,weapon,91.267235
תפ_12154-12-14,תפ_19384-05-16,weapon,92.41928
תפ_20197-01-22,תפ_31736-06-21,drugs,93.54092
תפ_44169-08-22,תפ_54202-01-23,weapon,92.793655
תפ_23774-03-17,תפ_42156-05-22,drugs,93.28762
תפ_11370-07-16,תפ_52145-01-20,drugs,89.06017
תפ_19821-02-17,תפ_24350-06-23,weapon,91.23456
תפ_28100-07-20,תפ_54432-02-17,weapon,92.848656
תפ_24044-06-22,תפ_6832-11-23,weapon,94.972176
תפ_17260-12-23,תפ_32775-09-23,weapon,93.00672
תפ_31334-11-15,תפ_51306-12-18,weapon,90.84439
תפ_17655-10-22,תפ_2058-09-17,weapon,90.195145
תפ_12233-08-12,תפ_13632-08-17,weapon,91.50391
תפ_1108-05-15,תפ_45561-04-17,weapon,90.665535
תפ_40450-09-15,תפ_56900-11-18,weapon,91.231865
תפ_40327-10-19,תפ_4435-07-19,drugs,97.73696
תפ_7617-07-23,תפ_8333-11-20,weapon,92.818886
תפ_17057-08-20,תפ_61841-07-22,weapon,93.90029
תפ_39500-07-20,תפ_54607-07-19,weapon,93.462746
תפ_41832-08-24,תפ_64303-01-22,weapon,92.50542
תפ_20477-02-20,תפ_21594-06-16,weapon,93.54506
תפ_11104-07-19,תפ_33318-10-23,weapon,92.58468
תפ_54132-03-21,תפח_47805-04-13,weapon,92.376785
תפ_18039-10-21,תפ_51607-08-21,weapon,93.86659
תפ_10347-10-23,תפ_8333-11-20,weapon,94.71223
תפ_10180-01-24,תפ_50716-11-19,weapon,94.446014
תפ_14115-07-19,תפ_40932-03-18,weapon,92.13934
תפ_19821-02-17,תפ_37047-07-20,weapon,93.48816
תפ_27277-01-15,תפ_66893-12-21,weapon,94.62999
תפ_31216-01-22,תפ_66893-12-21,weapon,91.98447
תפ_35512-06-17,תפ_61452-02-16,weapon,85.0133
תפ_39727-12-20,תפח_56363-07-20,weapon,91.76792
תפ_35568-01-23,תפ_4730-11-21,drugs,84.27324
תפ_22297-11-20,תפ_3451-02-14,weapon,91.857056
תפ_51971-12-21,תפ_66319-05-20,weapon,91.56351
תפ_54432-02-17,תפ_57498-03-19,weapon,91.50854
תפ_10180-01-24,תפ_68529-11-21,weapon,94.017624
תפ_19384-05-16,תפ_23992-11-21,weapon,91.44916
תפ_13549-10-21,תפ_39424-11-22,drugs,96.67444
תפ_29898-02-14,תפ_32227-11-20,weapon,91.9567
תפ_12130-05-22,תפ_21355-08-18,drugs,93.47725
תפ_30340-08-20,תפח_41585-03-16,weapon,93.14669
תפ_52145-01-20,תפ_65292-07-23,drugs,88.819954
תפ_13113-07-22,תפ_47668-04-18,drugs,94.89949
תפ_15710-09-21,תפ_2077-10-23,weapon,93.5636
תפ_1516-10-16,תפ_51306-12-18,weapon,91.91313
תפ_35202-10-15,תפ_57341-02-23,drugs,92.460976
תפ_28615-08-17,תפ_66542-05-20,weapon,93.62667
תפ_41967-08-17,תפ_61106-05-20,weapon,92.42873
תפ_23075-10-23,תפ_63155-05-23,weapon,93.32341
תפ_2144-04-21,תפ_52000-02-15,weapon,89.81464
תפ_16996-08-12,תפ_57996-05-20,weapon,92.88671
תפ_1118-10-18,תפ_57914-10-13,weapon,92.91966
תפ_37175-07-20,תפ_5013-12,weapon,91.108574
תפ_19759-07-21,תפ_52479-01-18,weapon,94.242905
תפ_35512-06-17,תפח_46412-12-15,weapon,85.740326
תפ_54607-07-19,תפ_56149-01-15,weapon,92.95777
תפ_31334-11-15,תפ_3451-02-14,weapon,91.40986
תפ_20451-09-20,תפ_57914-10-13,weapon,91.97564
תפ_31216-01-22,תפ_7317-01-15,weapon,92.74105
תפ_55366-02-17,תפ_67527-03-18,drugs,94.15949
תפ_12743-08-22,תפ_13-02-14,weapon,92.98599
תפ_1294-04-22,תפ_6153-02-21,weapon,94.51875
תפ_18203-04-19,תפ_72132-02-19,drugs,93.48237
תפ_36982-03-18,תפ_66893-12-21,weapon,92.32672
תפ_54327-08-20,תפ_6970-05-22,drugs,96.5936
תפ_12411-02-21,תפ_54083-05-20,weapon,93.2667
תפ_51471-12-21,תפ_522-05-17,weapon,91.77965
תפ_1580-11-23,תפ_3986-06-22,weapon,94.38633
תפ_40082-02-22,תפ_70062-03-23,weapon,92.20154
תפ_27294-04-19,תפ_57965-03-15,weapon,93.70767
תפ_12540-12-18,תפ_7089-08-23,weapon,94.9005
תפ_24239-05-17,תפ_26839-11-16,drugs,93.18869
תפ_63953-01-24,תפ_6985-07-22,weapon,84.47289
תפ_24044-06-22,תפ_26702-01-23,weapon,93.008385
תפ_56566-08-20,תפ_686-05-21,drugs,87.897995
תפ_1219-06-23,תפ_35431-03-21,weapon,93.222466
תפ_21594-06-16,תפ_28615-08-17,weapon,95.32238
תפ_21355-08-18,תפ_42164-10-19,drugs,93.5046
עפ_6029-03,תפ_26032-04-14,drugs,90.26703
תפ_49932-08-21,תפ_5496-11-20,drugs,95.83446
תפ_34027-04-18,תפ_5000-12,weapon,93.235245
תפ_38303-12-13,תפ_40922-11-15,weapon,89.64691
תפ_17474-08-14,תפ_51228-09-11,weapon,88.70745
תפ_23408-05-15,תפ_30678-02-22,drugs,92.51614
תפ_34561-01-23,תפ_60101-01-17,drugs,93.06818
תפ_43525-01-21,תפ_4632-02-22,drugs,92.25328
תפ_49212-08-19,תפ_51828-02-14,weapon,89.96804
תפ_39345-03-20,תפח_34802-06-19,weapon,93.58155
תפ_1580-11-23,תפ_58626-07-22,weapon,93.47225
תפ_21459-01-16,תפ_43844-05-15,weapon,93.57183
תפ_28157-02-23,תפ_3667-07-15,drugs,91.02597
תפ_13153-08-15,תפ_32659-05-18,weapon,94.51687
תפ_16835-07-16,תפ_28889-07-14,weapon,92.32579
תפ_21503-07-23,תפ_35202-10-15,drugs,94.689926
תפ_63303-06-22,תפ_69777-03-23,weapon,94.00618
תפ_14553-12-23,תפ_21059-03-16,drugs,95.29452
תפ_182-11-12,תפ_63155-05-23,weapon,92.823044
תפ_54202-01-23,תפ_57283-05-21,weapon,92.94534
תפ_35431-03-21,תפ_7735-04-19,weapon,93.81063
תפ_4795-12-17,תפ_9264-02-21,weapon,90.16548
תפ_1294-04-22,תפ_31034-06-17,weapon,91.60406
תפ_18397-02-16,תפ_36091-07-15,weapon,95.53315
תפ_15744-02-20,תפ_17766-12-20,weapon,92.90662
תפ_1589-02-16,תפ_1641-04-19,weapon,94.07081
תפ_26565-12-20,תפ_43338-05-16,weapon,94.13243
תפ_5076-04-22,תפ_56694-07-20,drugs,93.02244
תפ_38687-04-20,תפ_9785-12-15,weapon,95.65371
תפ_31862-05-13,תפ_66319-05-20,weapon,93.640305
תפ_17655-10-22,תפ_6415-10-23,weapon,93.481094
תפ_21594-06-16,תפ_9264-02-21,weapon,93.01338
תפ_50330-07-18,תפ_70392-03-23,weapon,94.86658
תפ_18689-01-17,תפ_27330-02-19,weapon,92.63124
תפ_3531-12-13,תפ_42697-05-18,weapon,93.26602
תפ_56900-11-18,תפ_60581-11-15,weapon,93.71876
תפ_27294-04-19,תפ_34737-09-21,weapon,95.13222
תפ_47474-01-14,תפ_60454-06-16,drugs,84.9491
תפ_13632-08-17,תפ_21813-09-16,weapon,94.45954
תפ_46722-01-23,תפ_48071-01-23,drugs,93.48135
תפ_25458-11-18,תפ_45480-02-19,drugs,97.36002
תפ_61452-12-22,תפ_63155-05-23,weapon,94.36167
תפ_42991-05-16,תפ_53496-03-18,weapon,93.22157
תפ_14684-07-24,תפ_6968-02-22,weapon,95.91533
תפ_23328-12-22,תפ_38883-05-22,weapon,93.710915
תפ_13153-08-15,תפ_57914-10-13,weapon,91.740944
תפ_16058-02-19,תפ_2679-03-18,drugs,96.070854
תפ_17856-11-21,תפ_69941-03-23,weapon,94.17154
תפ_23774-03-17,תפ_49087-01-17,drugs,93.03581
תפ_10875-12-21,תפ_24822-01-21,weapon,92.54449
תפ_48905-12-20,תפח_12074-08-16,weapon,88.128555
תפ_41762-12-20,תפ_57267-09-20,weapon,93.79819
תפ_32659-05-18,תפ_6904-12-14,weapon,93.45413
תפ_30433-06-22,תפ_40082-02-22,weapon,96.68704
תפ_12606-07-22,תפ_1410-03-24,weapon,89.93372
תפ_3667-07-15,תפ_61392-09-16,drugs,94.38893
תפ_46930-03-22,תפח_17033-01-22,weapon,93.097916
תפ_51971-12-21,תפ_52848-09-22,weapon,91.09558
תפ_17707-04-14,תפ_7196-03-21,weapon,95.09389
תפ_57965-03-15,תפ_59967-01-13,weapon,91.05078
תפ_28787-04-22,תפ_41052-11-19,weapon,94.13036
תפ_2144-04-21,תפ_22417-12-21,weapon,96.53453
תפ_12143-06-20,תפ_35299-09-23,drugs,91.84459
תפ_44381-05-20,תפ_46379-02-21,weapon,93.27136
תפ_46967-02-21,תפ_50970-11-21,drugs,97.05338
תפ_24350-06-23,תפ_42697-05-18,weapon,90.4019
תפ_33420-12-20,תפ_41242-02-17,weapon,91.67069
תפ_30015-07-16,תפ_55035-10-18,weapon,89.968704
תפ_33024-01-18,תפ_46315-12-23,drugs,86.94282
תפ_1589-02-16,תפ_30015-07-16,weapon,93.59108
תפ_13142-02-15,תפ_56762-03-21,weapon,94.43718
תפח_34802-06-19,תפח_46590-06-18,weapon,95.6098
תפ_44380-08-16,תפ_5085-07-17,weapon,95.84559
תפ_40063-03-18,תפ_5391-02-20,drugs,92.85361
תפ_15387-01-21,תפ_50330-07-18,weapon,93.3476
תפ_41754-05-22,תפ_69777-03-23,weapon,93.52955
תפ_14044-03-20,תפ_22417-12-21,weapon,96.69155
תפ_21991-04-20,תפ_57910-06-24,drugs,96.87503
תפ_46108-06-20,תפ_69980-11-20,weapon,92.51296
תפ_182-11-12,תפ_6153-02-21,weapon,94.21555
תפ_3256-16,תפ_55287-10-23,drugs,88.93336
תפ_35364-01-18,תפ_62062-06-20,weapon,92.42702
תפ_24044-06-22,תפ_57996-05-20,weapon,93.82838
תפ_28234-05-21,תפ_56566-08-20,drugs,87.734436
תפ_17260-12-23,תפ_35488-11-23,weapon,92.83019
תפ_4133-01-20,תפ_52322-10-23,weapon,94.642494
תפ_21459-01-16,תפ_35364-01-18,weapon,91.968575
תפ_10896-06-20,תפ_9179-04-16,weapon,94.18284
תפ_28397-10-19,תפ_53625-07-22,drugs,96.83188
תפ_14373-03-22,תפח_866-07-14,weapon,91.09543
תפ_3068-11-15,תפ_5037-10-16,weapon,93.34425
תפ_16020-10-22,תפ_52515-03-20,weapon,93.37926
תפ_34197-11-21,תפ_40650-03-22,drugs,94.079544
תפ_30972-10-18,תפ_66319-05-20,weapon,94.39584
תפ_43844-05-15,תפח_2690-09-19,weapon,92.05838
תפ_15376-06-13,תפ_34694-09-21,weapon,94.018555
תפ_10300-06-20,תפ_20477-02-20,weapon,95.2067
תפ_39808-05-23,תפ_5037-10-16,weapon,93.331856
תפ_54432-02-17,תפח_34398-05-11,weapon,87.61672
תפ_19019-10-16,תפ_36091-07-15,weapon,90.02456
תפ_13-02-14,תפ_48978-07-21,weapon,93.88439
תפ_26036-08-21,תפ_26549-09-21,weapon,94.2033
תפ_24239-05-17,תפ_66982-09-16,drugs,95.219086
תפ_47284-06-18,תפח_30875-04-17,weapon,95.60434
תפ_69945-03-23,תפ_7811-10-23,weapon,94.95508
תפ_36982-03-18,תפ_68389-07-20,weapon,92.2275
תפ_32156-02-19,תפ_51036-08-15,drugs,96.819916
תפ_10347-10-23,תפ_25624-03-22,weapon,92.54796
תפ_13142-02-15,תפ_63155-05-23,weapon,94.40306
תפ_39500-07-20,תפ_4338-04-13,weapon,92.21628
תפ_25624-03-22,תפ_49212-08-19,weapon,88.721725
תפ_2144-04-21,תפ_27780-05-15,weapon,96.02521
תפ_24239-05-17,תפ_45433-09-17,drugs,94.303856
תפ_3451-02-14,תפ_41600-02-21,weapon,93.22432
תפ_23328-12-22,תפח_17033-01-22,weapon,93.09037
תפ_13632-08-17,תפ_59488-11-21,weapon,94.78109
תפ_42006-10-16,תפ_53127-06-16,drugs,94.37115
תפ_40082-02-22,תפ_42197-05-22,weapon,96.27316
תפ_19130-12-21,תפ_808-06-16,weapon,94.419365
תפ_12546-04-16,תפ_51354-02-17,drugs,93.47352
תפ_1219-06-23,תפח_52360-06-20,weapon,92.73178
תפ_1338-12-20,תפ_47987-12-22,drugs,94.814255
תפ_18689-01-17,תפ_40999-01-21,weapon,88.81389
תפ_63155-05-23,תפ_950-09-17,weapon,93.00387
תפ_39808-05-23,תפ_42697-05-18,weapon,92.48543
תפ_23282-05-17,תפ_43084-09-20,drugs,93.92058
תפ_1106-03-18,תפ_18397-02-16,weapon,94.52034
תפ_16996-08-12,תפ_17707-04-14,weapon,91.193504
תפ_31334-11-15,תפ_52091-02-20,weapon,91.25315
תפ_44725-12-14,תפ_9873-02-17,weapon,91.14859
תפ_25624-03-22,תפ_58916-11-22,weapon,90.15971
תפ_11370-07-16,תפ_3766-09-21,drugs,97.17825
תפ_10180-01-24,תפ_60765-03-22,weapon,93.11571
תפ_1047-02-24,תפ_20652-08-24,drugs,88.840515
תפ_68529-11-21,תפ_7735-04-19,weapon,92.70085
תפ_6832-11-23,תפ_7813-06-22,weapon,91.75508
תפ_32907-12-20,תפ_46250-11-21,weapon,94.55034
תפ_13995-12-22,תפ_1580-11-23,weapon,93.927376
תפ_51209-04-23,תפ_58027-12-21,weapon,94.40287
תפ_18912-06-23,תפ_33337-07-23,weapon,94.618675
תפ_5275-07-21,תפ_61452-12-22,weapon,93.7583
תפ_33337-07-23,תפח_53498-02-20,weapon,92.59634
תפ_31218-10-14,תפ_50474-09-22,weapon,89.679115
תפ_395-05-17,תפ_41855-07-16,weapon,95.115944
תפ_23992-11-21,תפ_51607-08-21,weapon,94.83409
תפ_59888-08-22,תפ_71059-03-19,drugs,92.99151
תפ_48176-01-22,תפ_69933-03-23,weapon,95.403786
תפ_32659-05-18,תפ_3451-02-14,weapon,95.948586
תפ_13373-10-23,תפ_47304-02-18,drugs,92.48549
תפ_26032-04-14,תפ_54036-06-19,drugs,90.932236
תפ_57474-07-15,תפח_24510-09-15,weapon,92.86369
תפ_26762-06-14,תפ_50774-11-15,drugs,95.38167
תפ_25631-03-22,תפ_30966-07-22,weapon,91.16315
תפ_11789-12-16,תפ_28615-08-17,weapon,84.61911
תפ_18013-01-15,תפ_3772-01-16,weapon,94.506516
תפ_18327-09-22,תפ_3986-06-22,weapon,96.40911
תפ_41599-03-22,תפ_51209-04-23,weapon,92.8317
תפ_1641-04-19,תפ_66310-07-17,weapon,95.1541
תפ_25835-05-18,תפ_41950-02-19,drugs,91.841125
תפ_23659-04-22,תפ_41339-06-20,drugs,96.364105
תפ_36091-07-15,תפ_56762-03-21,weapon,94.8474
תפ_1136-11-21,תפ_22588-03-22,weapon,87.90079
תפ_24350-06-23,תפ_9179-04-16,weapon,91.68934
תפ_38193-11-23,תפ_62062-06-20,weapon,94.171715
תפ_10650-11-21,תפ_48978-07-21,weapon,95.42359
תפ_10171-06-22,תפ_1580-11-23,weapon,93.53096
תפ_11789-12-16,תפ_60484-03-22,weapon,82.12936
תפ_59329-02-18,תפ_69278-05-18,drugs,94.79344
תפ_25502-05-22,תפ_29457-07-16,drugs,93.719986
תפ_3986-06-22,תפ_48978-07-21,weapon,93.86666
תפ_19384-05-16,תפ_53715-12-15,weapon,92.67672
תפ_3197-06-22,תפ_33420-12-20,weapon,96.09892
תפ_17766-12-20,תפ_33420-12-20,weapon,92.92791
תפ_33024-01-18,תפ_65292-07-23,drugs,87.05722
תפ_39568-06-21,תפ_4632-02-22,drugs,86.62957
תפ_39345-03-20,תפ_61820-08-21,weapon,90.7374
תפ_28246-06-21,תפ_50809-07-17,weapon,89.95193
תפ_12143-06-20,תפ_16273-02-16,drugs,86.103615
תפ_1338-12-20,תפ_17677-04-17,drugs,91.006195
תפ_12540-12-18,תפ_69110-11-20,weapon,95.441246
תפ_12213-10-16,תפ_61841-07-22,weapon,93.13899
תפ_19821-02-17,תפ_31842-04-21,weapon,87.35707
תפ_28615-08-17,תפח_39094-05-12,weapon,91.64722
תפ_5085-07-17,תפ_52790-03-18,weapon,92.26491
תפ_1956-04-21,תפח_15217-03-19,weapon,92.32723
תפ_46550-12-16,תפ_6153-02-21,weapon,93.69924
תפ_63303-06-22,תפ_70062-03-23,weapon,92.67527
תפ_23774-03-17,תפ_34823-01-23,drugs,93.003044
תפ_22417-12-21,תפ_4133-01-20,weapon,95.973404
תפ_5013-12,תפ_63155-05-23,weapon,91.31036
תפ_3667-07-15,תפ_49875-05-23,drugs,94.001724
תפ_28615-08-17,תפ_3068-11-15,weapon,94.277245
תפ_50487-06-22,תפ_61158-05-20,weapon,93.6955
תפ_45561-04-17,תפח_26879-11-12,weapon,91.735916
תפ_31249-06-14,תפ_50330-07-18,weapon,91.80275
תפ_21322-10-19,תפ_28045-11-18,drugs,86.77484
תפ_19821-02-17,תפ_51523-10-17,weapon,92.000114
תפ_44157-08-16,תפ_52789-09-22,weapon,95.18612
תפ_20513-06-20,תפ_41189-09-15,drugs,96.47495
תפ_33420-12-20,תפ_45456-12-21,weapon,92.50704
תפ_27330-02-19,תפ_45713-07-17,weapon,91.47651
תפ_23749-12-19,תפ_38193-11-23,weapon,92.97434
תפ_41599-03-22,תפ_7811-10-23,weapon,94.44491
תפ_11362-10-15,תפ_3772-01-16,weapon,91.92882
תפ_3667-07-15,תפ_51810-03-15,drugs,90.285904
תפ_16541-01-21,תפ_33420-12-20,weapon,96.35799
תפ_19019-10-16,תפ_7108-02-16,weapon,90.39346
תפ_17941-11-18,תפ_62279-07-22,weapon,92.55283
תפ_12233-08-12,תפ_40898-11-19,weapon,91.65678
תפ_31276-05-19,תפ_35299-09-23,drugs,91.85884
תפ_31811-03-21,תפ_4133-01-20,weapon,95.21324
תפ_10393-03-21,תפ_33898-01-22,drugs,83.83426
תפ_10650-11-21,תפ_46939-09-23,weapon,92.304924
תפ_28480-03-20,תפ_9851-11-21,drugs,91.3938
תפ_37175-07-20,תפ_59067-10-21,weapon,92.94954
תפ_13632-08-17,תפח_51122-01-13,weapon,92.298096
תפ_10896-06-20,תפ_46250-11-21,weapon,95.350746
תפ_40634-03-20,תפ_69158-11-16,weapon,93.59899
תפ_41762-12-20,תפ_66319-05-20,weapon,93.1531
תפ_17856-11-21,תפ_23872-02-19,weapon,92.96522
תפ_35202-10-15,תפ_46896-11-15,drugs,93.0411
תפ_37987-11-23,תפ_42164-10-19,drugs,86.31328
תפ_39808-05-23,תפ_57267-09-20,weapon,92.34837
תפ_38368-09-21,תפ_44620-01-22,weapon,93.74163
תפ_395-05-17,תפ_9785-12-15,weapon,92.96951
תפ_40313-09-15,תפ_4102-11-20,weapon,94.62047
תפ_13519-11-23,תפ_53948-11-14,drugs,97.199104
תפ_34526-06-18,תפ_52091-02-20,weapon,93.27069
תפ_20216-02-22,תפ_37104-06-22,weapon,92.748245
תפ_15627-03-19,תפ_45561-07-21,weapon,95.200455
תפ_3531-12-13,תפ_36091-07-15,weapon,91.90818
תפ_3986-06-22,תפ_45025-05-22,weapon,94.30843
תפ_41762-12-20,תפ_63505-01-17,weapon,94.61279
תפ_16541-01-21,תפ_19821-02-17,weapon,92.23494
תפ_30009-08-23,תפ_34255-01-24,drugs,83.91323
תפ_27961-04-18,תפ_56624-12-19,drugs,95.51729
תפח_46412-12-15,תפח_866-07-14,weapon,90.212814
תפ_52322-10-23,תפח_56363-07-20,weapon,90.26328
תפ_15209-10-23,תפ_45456-12-21,weapon,93.02547
תפ_55664-02-14,תפ_6904-12-14,weapon,93.68418
תפ_12158-04-23,תפ_7317-01-15,weapon,92.410164
תפ_3772-01-16,תפ_50330-07-18,weapon,93.8798
תפ_70166-03-23,תפח_54962-08-15,weapon,91.90076
תפ_24420-01-20,תפ_57526-07-21,weapon,93.35135
תפ_19759-07-21,תפ_23328-12-22,weapon,92.989586
תפ_27277-01-15,תפ_27330-02-19,weapon,94.04212
תפ_40256-11-14,תפ_55035-10-18,weapon,92.518295
תפ_21813-09-16,תפ_28787-04-22,weapon,94.01922
תפ_50487-06-22,תפ_50998-03-23,weapon,94.53675
תפ_13373-10-23,תפ_21339-07-21,drugs,92.84329
תפ_35186-03-18,תפ_50716-11-19,weapon,92.31347
תפ_12615-11-21,תפ_67356-12-21,weapon,95.03966
תפ_14553-12-23,תפ_24239-05-17,drugs,92.997635
תפ_10108-11-21,תפ_53373-04-13,drugs,93.59555
