domain,query,pick,category,sources,n_sources
drugs,תפ_53692-11-14,תפ_31579-08-23,NEITHER,5fold,1
drugs,תפ_53692-11-14,תפ_16749-08-12,NEITHER,simcse,1
drugs,תפ_50860-02-20,תפ_11145-05-20,NEITHER,5fold,1
drugs,תפ_50860-02-20,תפ_45102-06-19,both,hist:extended,1
drugs,תפ_50860-02-20,תפ_8123-04-14,cit_only,hist:main,1
drugs,תפ_50860-02-20,תפ_34752-02-21,cit_only,hist:extended,1
drugs,תפ_50860-02-20,תפ_14611-12-21,cit_only,hist:extended,1
drugs,תפ_50860-02-20,תפ_62573-05-18,cit_only,hist:main,1
drugs,תפ_50860-02-20,תפ_3867-05-14,cit_only,hist:extended,1
drugs,תפ_50860-02-20,תפ_34271-10-18,cit_only,hist:extended,1
drugs,תפ_50860-02-20,תפ_1169-07-20,sup100_only,current_union|supervised_baseline,2
drugs,תפ_50860-02-20,תפ_24302-08-20,sup100_only,simcse,1
drugs,תפ_37176-11-17,תפ_1990-11-22,NEITHER,hist:main,1
drugs,תפ_37176-11-17,תפ_46786-04-18,NEITHER,hist:main,1
drugs,תפ_37176-11-17,תפ_11608-07-16,cit_only,hist:retry2,1
drugs,תפ_37176-11-17,תפ_63413-01-22,NEITHER,hist:main,1
drugs,תפ_37176-11-17,תפ_26620-12-16,cit_only,hist:extended,1
drugs,תפ_37176-11-17,תפ_4415-02-18,NEITHER,hist:main,1
drugs,תפ_37176-11-17,תפ_42231-01-20,cit_only,hist:main,1
drugs,תפ_37176-11-17,תפ_55287-02-17,cit_only,hist:main,1
drugs,תפ_37176-11-17,תפ_5775-02-18,NEITHER,5fold_v2,1
drugs,תפ_37176-11-17,תפ_67527-03-18,cit_only,hist:main,1
drugs,תפ_22433-05-18,תפ_22537-01-18,sup100_only,hist:main,1
drugs,תפ_22433-05-18,תפ_22140-04-18,both,hist:extended,1
drugs,תפ_22433-05-18,תפ_607-10-13,both,hist:retry1,1
drugs,תפ_22433-05-18,תפ_22679-09-16,both,hist:extended,1
drugs,תפ_22433-05-18,תפ_26620-12-16,both,current_union|simcse|supervised_baseline,3
drugs,תפ_22433-05-18,תפ_4435-11-17,both,hist:main,1
drugs,תפ_22433-05-18,תפ_23642-03-17,both,current_union|simcse|supervised_baseline,3
drugs,תפ_22433-05-18,תפ_13718-09-16,sup100_only,hist:main,1
drugs,תפ_22433-05-18,תפ_620-01-17,sup100_only,hist:main,1
drugs,תפ_22433-05-18,תפ_37474-03-20,sup100_only,hist:main,1
drugs,תפ_32581-06-20,תפח_17033-01-22,cit_only,5fold|current_union|supervised_baseline,3
drugs,תפ_32581-06-20,תפ_62688-01-20,sup100_only,5fold|current_union|supervised_baseline,3
drugs,תפ_32581-06-20,תפ_26985-11-21,sup100_only,5fold,1
drugs,תפ_32581-06-20,תפ_42987-06-16,both,hist:main,1
drugs,תפ_32581-06-20,תפ_41830-12-21,sup100_only,filtered,1
drugs,תפ_32581-06-20,תפ_24548-06-13,NEITHER,5fold,1
drugs,תפ_32581-06-20,תפ_16541-01-21,sup100_only,5fold|current_union|supervised_baseline,3
drugs,תפ_32581-06-20,תפ_42118-11-23,sup100_only,5fold|current_union|supervised_baseline,3
drugs,תפ_32581-06-20,תפ_47022-05-14,NEITHER,filtered,1
drugs,תפ_32581-06-20,תפ_54460-03-21,NEITHER,5fold_v2,1
drugs,תפ_53090-10-19,תפ_76300-05-23,cit_only,hist:extended,1
drugs,תפ_53090-10-19,תפ_4886-11-18,NEITHER,5fold_v2,1
drugs,תפ_53090-10-19,תפ_18944-02-19,NEITHER,5fold|current_union|supervised_baseline,3
drugs,תפ_53090-10-19,תפ_43632-05-17,NEITHER,filtered,1
drugs,תפ_53090-10-19,תפ_46018-03-14,NEITHER,filtered,1
drugs,תפ_53090-10-19,תפ_17410-08-13,NEITHER,filtered,1
drugs,תפ_53090-10-19,תפ_48152-02-20,NEITHER,filtered,1
drugs,תפ_53090-10-19,תפ_15457-09-18,NEITHER,5fold,1
drugs,תפ_53090-10-19,תפ_39201-05-18,NEITHER,current_union|filtered|supervised_baseline,3
drugs,תפ_53090-10-19,תפ_46786-04-18,cit_only,hist:extended,1
drugs,תפ_65386-09-19,תפ_34053-04-18,cit_only,hist:extended,1
drugs,תפ_65386-09-19,תפ_26856-05-16,cit_only,hist:extended,1
drugs,תפ_65386-09-19,תפ_6749-09-22,sup100_only,5fold,1
drugs,תפ_65386-09-19,תפ_32156-02-19,cit_only,hist:extended,1
drugs,תפ_65386-09-19,תפ_47813-03-19,NEITHER,filtered,1
drugs,תפ_65386-09-19,תפ_63584-03-18,NEITHER,hist:extended,1
drugs,תפ_65386-09-19,תפ_65763-12-19,NEITHER,filtered,1
drugs,תפ_65386-09-19,תפ_16690-05-19,sup100_only,simcse,1
drugs,תפ_65386-09-19,תפ_3201-02-19,cit_only,hist:extended,1
drugs,תפ_65386-09-19,תפ_2791-06-18,NEITHER,hist:extended,1
drugs,תפ_58944-08-21,תפ_7867-04-22,cit_only,hist:extended,1
drugs,תפ_58944-08-21,תפ_1187-04-22,cit_only,hist:extended,1
drugs,תפ_58944-08-21,תפ_37764-03-21,cit_only,hist:extended,1
drugs,תפ_58944-08-21,תפ_42704-01-20,NEITHER,5fold,1
drugs,תפ_58944-08-21,תפ_26928-08-19,both,hist:extended,1
drugs,תפ_58944-08-21,תפ_12241-08-20,both,hist:extended,1
drugs,תפ_58944-08-21,תפ_51899-07-21,cit_only,hist:extended,1
drugs,תפ_58944-08-21,תפ_32243-08-21,cit_only,hist:extended,1
drugs,תפ_58944-08-21,תפ_23190-04-21,cit_only,hist:extended,1
drugs,תפ_58944-08-21,תפ_28811-02-18,sup100_only,current_union|supervised_baseline,2
drugs,תפ_46315-12-23,תפ_76300-05-23,NEITHER,5fold,1
drugs,תפ_46315-12-23,תפ_50359-08-19,cit_only,current_union|filtered|supervised_baseline,3
drugs,תפ_46315-12-23,תפ_46896-11-15,sup100_only,filtered,1
drugs,תפ_46315-12-23,תפ_54543-06-21,both,hist:main,1
drugs,תפ_46315-12-23,תפ_29457-07-16,cit_only,hist:retry1,1
drugs,תפ_46315-12-23,תפ_53195-10-19,NEITHER,5fold_v2,1
drugs,תפ_46315-12-23,תפ_9270-02-21,cit_only,hist:main,1
drugs,תפ_46315-12-23,תפ_6336-02-15,NEITHER,current_union|supervised_baseline,2
drugs,תפ_46315-12-23,תפ_57378-09-20,sup100_only,5fold|current_union|supervised_baseline,3
drugs,תפ_46315-12-23,תפ_13223-02-22,cit_only,hist:retry2,1
drugs,תפ_42162-12-21,תפ_37780-12-18,NEITHER,5fold,1
drugs,תפ_42162-12-21,תפ_21127-08-21,NEITHER,5fold,1
drugs,תפ_42162-12-21,תפ_30580-02-21,cit_only,hist:retry1,1
drugs,תפ_42162-12-21,תפ_4621-02-23,both,hist:extended,1
drugs,תפ_42162-12-21,תפ_47987-12-22,cit_only,hist:extended,1
drugs,תפ_42162-12-21,תפ_54783-11-19,NEITHER,filtered,1
drugs,תפ_42162-12-21,תפ_61202-03-22,both,hist:main,1
drugs,תפ_42162-12-21,תפ_46321-07-15,NEITHER,filtered,1
drugs,תפ_42162-12-21,תפ_6944-03-22,cit_only,hist:main,1
drugs,תפ_42162-12-21,תפ_75514-07-24,cit_only,hist:main,1
drugs,תפ_49055-02-18,תפ_48135-05-14,cit_only,hist:extended,1
drugs,תפ_49055-02-18,תפ_38312-03-10,cit_only,hist:extended,1
drugs,תפ_49055-02-18,תפ_7342-04-19,cit_only,hist:extended,1
drugs,תפ_49055-02-18,תפ_34771-07-20,cit_only,current_union|supervised_baseline,2
drugs,תפ_49055-02-18,תפ_8306-11-23,sup100_only,current_union|supervised_baseline,2
drugs,תפ_49055-02-18,תפ_14998-08-16,NEITHER,5fold_v2|current_union|supervised_baseline,3
drugs,תפ_49055-02-18,תפ_59329-02-18,cit_only,hist:extended,1
drugs,תפ_49055-02-18,תפ_55331-06-21,cit_only,hist:extended,1
drugs,תפ_49055-02-18,תפק_6666-09-19,NEITHER,5fold_v2,1
drugs,תפ_49055-02-18,תפ_1169-07-20,both,hist:extended,1
drugs,תפ_23282-05-17,תפ_20414-08-12,cit_only,hist:extended,1
drugs,תפ_23282-05-17,תפ_45433-09-17,cit_only,hist:main,1
drugs,תפ_23282-05-17,תפ_51165-08-19,NEITHER,simcse,1
drugs,תפ_23282-05-17,תפ_2232-08-15,NEITHER,5fold,1
drugs,תפ_23282-05-17,תפ_39491-09-17,cit_only,hist:extended,1
drugs,תפ_23282-05-17,תפ_1108-05-15,cit_only,hist:extended,1
drugs,תפ_23282-05-17,תפ_46424-05-24,NEITHER,filtered,1
drugs,תפ_23282-05-17,תפ_47668-04-18,sup100_only,simcse,1
drugs,תפ_23282-05-17,תפ_63213-06-20,sup100_only,5fold,1
drugs,תפ_23282-05-17,תפ_7027-07-19,both,hist:main,1
drugs,תפ_32175-07-22,תפ_23408-05-15,sup100_only,simcse,1
drugs,תפ_32175-07-22,תפ_4415-02-18,NEITHER,5fold,1
drugs,תפ_32175-07-22,תפ_40239-09-17,cit_only,hist:extended,1
drugs,תפ_32175-07-22,תפ_3667-07-15,sup100_only,simcse,1
drugs,תפ_32175-07-22,תפ_47987-12-22,sup100_only,current_union|simcse|supervised_baseline,3
drugs,תפ_32175-07-22,תפ_46700-07-22,NEITHER,current_union|simcse|supervised_baseline,3
drugs,תפ_32175-07-22,תפ_76300-05-23,cit_only,hist:extended,1
drugs,תפ_32175-07-22,תפ_6788-06-16,sup100_only,current_union|filtered|supervised_baseline,3
drugs,תפ_32175-07-22,תפ_68942-01-19,sup100_only,5fold|current_union|supervised_baseline,3
drugs,תפ_32175-07-22,תפ_7271-08-21,NEITHER,simcse,1
drugs,תפק_11489-02-23,תפ_1187-04-22,NEITHER,hist:extended,1
drugs,תפק_11489-02-23,תפ_37764-03-21,NEITHER,hist:extended,1
drugs,תפק_11489-02-23,תפ_26928-08-19,cit_only,hist:extended,1
drugs,תפק_11489-02-23,תפ_12241-08-20,cit_only,hist:extended,1
drugs,תפק_11489-02-23,תפ_32243-08-21,both,current_union|supervised_baseline,2
drugs,תפק_11489-02-23,תפ_14474-03-20,cit_only,hist:extended,1
drugs,תפק_11489-02-23,תפ_28811-02-18,NEITHER,filtered,1
drugs,תפק_11489-02-23,תפ_70401-02-19,both,hist:extended,1
drugs,תפק_11489-02-23,תפ_4460-04-18,cit_only,hist:extended,1
drugs,תפק_11489-02-23,תפ_33338-02-20,both,current_union|supervised_baseline,2
drugs,תפ_47879-06-13,תפ_12699-03-18,sup100_only,current_union|filtered|supervised_baseline,3
drugs,תפ_47879-06-13,תפ_42361-08-23,NEITHER,current_union|simcse|supervised_baseline,3
drugs,תפ_47879-06-13,תפ_54208-06-22,sup100_only,5fold|current_union|supervised_baseline,3
drugs,תפ_47879-06-13,תפ_61392-09-16,sup100_only,current_union|filtered|supervised_baseline,3
drugs,תפ_47879-06-13,תפ_44877-06-13,sup100_only,current_union|simcse|supervised_baseline,3
drugs,תפ_47879-06-13,תפ_30279-08-14,both,current_union|supervised_baseline,2
drugs,תפ_47879-06-13,תפ_22435-01-15,NEITHER,current_union|supervised_baseline,2
drugs,תפ_47879-06-13,תפ_38176-10-14,cit_only,hist:extended,1
drugs,תפ_47879-06-13,תפ_43084-09-20,both,current_union|supervised_baseline,2
drugs,תפ_47879-06-13,תפ_13690-04-17,NEITHER,5fold,1
drugs,תפ_27373-07-20,תפ_62359-01-20,NEITHER,5fold_v2,1
drugs,תפ_27373-07-20,תפ_7349-01-19,sup100_only,filtered,1
drugs,תפ_27373-07-20,תפ_15667-06-21,both,current_union|supervised_baseline,2
drugs,תפ_27373-07-20,תפ_7684-08-22,NEITHER,simcse,1
drugs,תפ_27373-07-20,תפ_41801-01-21,sup100_only,5fold,1
drugs,תפ_27373-07-20,תפ_24431-04-20,sup100_only,current_union|simcse|supervised_baseline,3
drugs,תפ_27373-07-20,תפ_41174-02-18,sup100_only,5fold,1
drugs,תפ_27373-07-20,תפ_51778-06-24,sup100_only,simcse,1
drugs,תפ_27373-07-20,תפ_42543-06-14,NEITHER,5fold_v2,1
drugs,תפ_27373-07-20,תפ_64206-07-21,NEITHER,simcse,1
drugs,תפ_60295-03-22,תפ_10603-12-18,cit_only,hist:extended,1
drugs,תפ_60295-03-22,תפ_12699-03-18,cit_only,hist:extended,1
drugs,תפ_60295-03-22,תפ_42361-08-23,NEITHER,simcse,1
drugs,תפ_60295-03-22,תפ_60380-03-22,cit_only,hist:extended,1
drugs,תפ_60295-03-22,תפ_33666-05-15,cit_only,hist:extended,1
drugs,תפ_60295-03-22,תפ_35274-02-19,cit_only,hist:extended,1
drugs,תפ_60295-03-22,תפ_44877-06-13,cit_only,hist:extended,1
drugs,תפ_60295-03-22,תפ_60842-12-14,cit_only,hist:extended,1
drugs,תפ_60295-03-22,תפ_68352-01-18,NEITHER,filtered,1
drugs,תפ_60295-03-22,תפ_30408-02-19,cit_only,hist:extended,1
drugs,תפ_15392-04-17,תפ_42361-08-23,NEITHER,current_union|supervised_baseline,2
drugs,תפ_15392-04-17,תפ_54208-06-22,cit_only,hist:extended,1
drugs,תפ_15392-04-17,תפ_61392-09-16,cit_only,hist:main,1
drugs,תפ_15392-04-17,תפ_44877-06-13,NEITHER,5fold,1
drugs,תפ_15392-04-17,תפ_22435-01-15,NEITHER,current_union|supervised_baseline,2
drugs,תפ_15392-04-17,תפ_26004-12-23,NEITHER,5fold_v2,1
drugs,תפ_15392-04-17,תפ_35843-03-22,cit_only,current_union|simcse|supervised_baseline,3
drugs,תפ_15392-04-17,תפ_46221-08-23,cit_only,current_union|supervised_baseline,2
drugs,תפ_15392-04-17,תפ_35904-07-14,NEITHER,current_union|supervised_baseline,2
drugs,תפ_15392-04-17,תפק_29591-10-20,NEITHER,simcse,1
drugs,תפ_25835-05-18,תפ_20754-04-17,NEITHER,current_union|supervised_baseline,2
drugs,תפ_25835-05-18,תפ_29798-07-16,sup100_only,current_union|supervised_baseline,2
drugs,תפ_25835-05-18,תפ_59205-02-18,sup100_only,simcse,1
drugs,תפ_25835-05-18,תפ_30717-01-19,cit_only,hist:extended,1
drugs,תפ_25835-05-18,תפ_72027-10-21,cit_only,current_union|supervised_baseline,2
drugs,תפ_25835-05-18,תפ_38531-11-18,cit_only,hist:main,1
drugs,תפ_25835-05-18,תפ_56624-12-19,cit_only,current_union|filtered|supervised_baseline,3
drugs,תפ_25835-05-18,תפ_39647-01-20,cit_only,hist:main,1
drugs,תפ_25835-05-18,תפ_56588-03-21,cit_only,hist:extended,1
drugs,תפ_25835-05-18,תפ_60803-01-19,cit_only,hist:main,1
drugs,תפ_17081-12-16,תפ_43084-09-20,NEITHER,current_union|filtered|supervised_baseline,3
drugs,תפ_17081-12-16,תפ_39312-12-15,NEITHER,5fold,1
drugs,תפ_17081-12-16,תפ_43664-01-14,sup100_only,5fold_v2,1
drugs,תפ_17081-12-16,תפ_45136-02-13,sup100_only,5fold_v2,1
drugs,תפ_17081-12-16,תפ_48394-03-21,NEITHER,simcse,1
drugs,תפ_17081-12-16,תפ_21384-01-23,NEITHER,5fold_v2,1
drugs,תפ_17081-12-16,תפ_28496-07-14,NEITHER,filtered,1
drugs,תפ_17081-12-16,תפ_18203-04-19,NEITHER,5fold,1
drugs,תפ_17081-12-16,תפ_59586-01-14,NEITHER,simcse,1
drugs,תפ_17081-12-16,תפ_25806-05-22,sup100_only,simcse,1
drugs,תפ_38680-05-20,תפ_22471-01-14,NEITHER,filtered,1
drugs,תפ_38680-05-20,תפ_14474-03-20,both,current_union|supervised_baseline,2
drugs,תפ_38680-05-20,תפ_22804-10-19,sup100_only,current_union|filtered|supervised_baseline,3
drugs,תפ_38680-05-20,תפ_44604-11-22,sup100_only,current_union|filtered|supervised_baseline,3
drugs,תפ_38680-05-20,תפ_16595-03-21,sup100_only,5fold,1
drugs,תפ_38680-05-20,תפ_38551-01-20,sup100_only,5fold_v2,1
drugs,תפ_38680-05-20,תפ_42608-12-19,NEITHER,current_union|supervised_baseline,2
drugs,תפ_38680-05-20,תפ_12241-08-20,NEITHER,current_union|simcse|supervised_baseline,3
drugs,תפ_38680-05-20,תפ_29504-09-13,NEITHER,simcse,1
drugs,תפ_38680-05-20,תפ_70401-02-19,NEITHER,5fold|current_union|supervised_baseline,3
drugs,תפ_60476-05-13,תפ_59243-05-13,cit_only,current_union|supervised_baseline,2
drugs,תפ_60476-05-13,תפ_3867-05-14,sup100_only,current_union|filtered|supervised_baseline,3
drugs,תפ_60476-05-13,תפ_61235-05-13,both,hist:extended,1
drugs,תפ_60476-05-13,תפ_27542-11-14,NEITHER,simcse,1
drugs,תפ_60476-05-13,תפ_29550-06-13,sup100_only,hist:retry2,1
drugs,תפ_60476-05-13,תפ_37111-12-15,NEITHER,simcse,1
drugs,תפ_60476-05-13,תפ_66475-11-16,NEITHER,filtered,1
drugs,תפ_60476-05-13,תפ_1968-08-15,NEITHER,filtered,1
drugs,תפ_60476-05-13,תפ_34445-11-15,NEITHER,5fold,1
drugs,תפ_60476-05-13,תפ_50330-07-16,NEITHER,simcse,1
drugs,תפ_32815-03-20,תפ_33842-02-14,NEITHER,simcse,1
drugs,תפ_32815-03-20,תפ_46701-08-22,cit_only,hist:extended,1
drugs,תפ_32815-03-20,תפ_69004-03-24,sup100_only,current_union|simcse|supervised_baseline,3
drugs,תפ_32815-03-20,תפ_12265-09-24,both,current_union|simcse|supervised_baseline,3
drugs,תפ_32815-03-20,תפ_53463-08-19,sup100_only,simcse,1
drugs,תפ_32815-03-20,תפ_4261-09-22,both,current_union|supervised_baseline,2
drugs,תפ_32815-03-20,תפ_31015-09-17,sup100_only,simcse,1
drugs,תפ_32815-03-20,תפ_57613-12-21,NEITHER,filtered,1
drugs,תפ_32815-03-20,תפ_12125-10-17,both,current_union|filtered|supervised_baseline,3
drugs,תפ_32815-03-20,תפ_5968-07-16,sup100_only,current_union|filtered|supervised_baseline,3
drugs,תפ_13927-04-13,תפ_15564-04-14,cit_only,hist:extended,1
drugs,תפ_13927-04-13,תפ_21208-09-13,sup100_only,current_union|supervised_baseline,2
drugs,תפ_13927-04-13,תפ_42032-10-17,cit_only,hist:extended,1
drugs,תפ_13927-04-13,תפ_50621-12-11,cit_only,hist:extended,1
drugs,תפ_13927-04-13,תפ_7568-04-14,sup100_only,current_union|supervised_baseline,2
drugs,תפ_13927-04-13,תפ_45156-04-15,NEITHER,current_union|supervised_baseline,2
drugs,תפ_13927-04-13,תפ_18327-03-24,sup100_only,current_union|simcse|supervised_baseline,3
drugs,תפ_13927-04-13,תפק_6666-09-19,sup100_only,filtered,1
drugs,תפ_13927-04-13,תפ_4207-11-19,sup100_only,current_union|filtered|supervised_baseline,3
drugs,תפ_13927-04-13,תפ_41933-08-22,NEITHER,5fold,1
drugs,תפ_33848-05-14,תפ_11017-08-14,NEITHER,5fold,1
drugs,תפ_33848-05-14,תפ_57884-02-15,cit_only,hist:extended,1
drugs,תפ_33848-05-14,תפ_55925-11-17,NEITHER,simcse,1
drugs,תפ_33848-05-14,תפ_5502-10-15,NEITHER,simcse,1
drugs,תפ_33848-05-14,תפ_6336-02-15,NEITHER,current_union|supervised_baseline,2
drugs,תפ_33848-05-14,תפ_20513-06-20,NEITHER,filtered,1
drugs,תפ_33848-05-14,תפ_31122-11-15,NEITHER,filtered,1
drugs,תפ_33848-05-14,תפ_8696-08-12,NEITHER,current_union|supervised_baseline,2
drugs,תפ_33848-05-14,תפ_7154-12-16,sup100_only,hist:extended,1
drugs,תפ_33848-05-14,תפ_37166-02-20,sup100_only,simcse,1
drugs,תפ_26896-07-16,תפ_61235-05-13,NEITHER,simcse,1
drugs,תפ_26896-07-16,תפ_12546-04-16,sup100_only,5fold,1
drugs,תפ_26896-07-16,תפ_3688-07-15,sup100_only,current_union|simcse|supervised_baseline,3
drugs,תפ_26896-07-16,תפ_27471-07-16,NEITHER,simcse,1
drugs,תפ_26896-07-16,תפ_36187-12-15,sup100_only,current_union|filtered|supervised_baseline,3
drugs,תפ_26896-07-16,תפ_26943-07-17,sup100_only,current_union|filtered|supervised_baseline,3
drugs,תפ_26896-07-16,תפ_35865-07-17,NEITHER,simcse,1
drugs,תפ_26896-07-16,תפ_23836-05-13,NEITHER,filtered,1
drugs,תפ_26896-07-16,תפ_50330-07-16,NEITHER,simcse,1
drugs,תפ_26896-07-16,תפ_8917-06-22,NEITHER,current_union|supervised_baseline,2
drugs,תפ_53725-11-14,תפ_61181-02-19,NEITHER,filtered,1
drugs,תפ_53725-11-14,תפ_56754-10-20,both,current_union|filtered|supervised_baseline,3
drugs,תפ_53725-11-14,תפ_64144-09-17,sup100_only,simcse,1
drugs,תפ_53725-11-14,תפ_24296-05-20,NEITHER,simcse,1
drugs,תפ_53725-11-14,תפ_20853-12-22,sup100_only,5fold_v2|current_union|supervised_baseline,3
drugs,תפ_53725-11-14,תפ_48976-07-12,sup100_only,5fold,1
drugs,תפ_53725-11-14,תפ_40055-10-18,NEITHER,filtered,1
drugs,תפ_53725-11-14,תפ_63029-12-20,sup100_only,filtered,1
drugs,תפ_53725-11-14,תפ_55830-11-18,NEITHER,simcse,1
drugs,תפ_53725-11-14,תפ_62242-01-23,NEITHER,5fold,1
drugs,תפ_1722-05-21,תפ_19412-05-18,NEITHER,current_union|supervised_baseline,2
drugs,תפ_1722-05-21,תפ_40639-10-17,NEITHER,5fold_v2|current_union|supervised_baseline,3
drugs,תפ_1722-05-21,תפ_38531-11-18,cit_only,current_union|supervised_baseline,2
drugs,תפ_1722-05-21,תפ_4765-11-22,sup100_only,current_union|filtered|supervised_baseline,3
drugs,תפ_1722-05-21,תפ_9763-11-19,NEITHER,filtered,1
drugs,תפ_1722-05-21,תפ_6749-09-22,NEITHER,simcse,1
drugs,תפ_1722-05-21,תפ_16052-05-23,cit_only,current_union|filtered|supervised_baseline,3
drugs,תפ_1722-05-21,תפ_23443-04-21,NEITHER,5fold,1
drugs,תפ_1722-05-21,תפ_62814-04-21,cit_only,current_union|simcse|supervised_baseline,3
drugs,תפ_1722-05-21,תפ_1197-11-21,NEITHER,5fold,1
drugs,תפ_67646-05-24,תפ_1108-05-15,NEITHER,hist:extended,1
drugs,תפ_67646-05-24,תפ_55035-10-18,cit_only,hist:extended,1
drugs,תפ_67646-05-24,תפ_35204-09-21,NEITHER,filtered,1
drugs,תפ_67646-05-24,תפ_45055-01-22,cit_only,hist:extended,1
drugs,תפ_67646-05-24,תפ_70531-11-19,cit_only,hist:extended,1
drugs,תפ_67646-05-24,תפ_52882-04-15,cit_only,hist:extended,1
drugs,תפ_67646-05-24,תפ_10603-12-18,NEITHER,hist:extended,1
drugs,תפ_67646-05-24,תפ_21127-08-21,NEITHER,filtered,1
drugs,תפ_67646-05-24,תפ_39019-05-15,NEITHER,simcse,1
drugs,תפ_67646-05-24,תפ_27952-06-19,NEITHER,current_union|supervised_baseline,2
drugs,תפ_8900-11-22,תפ_29457-07-16,cit_only,hist:main,1
drugs,תפ_8900-11-22,תפ_56624-12-19,cit_only,hist:main,1
drugs,תפ_8900-11-22,תפ_32991-05-19,sup100_only,5fold|current_union|supervised_baseline,3
drugs,תפ_8900-11-22,תפ_18163-03-15,cit_only,hist:extended,1
drugs,תפ_8900-11-22,תפ_39019-05-15,sup100_only,filtered,1
drugs,תפ_8900-11-22,תפ_42225-09-17,NEITHER,simcse,1
drugs,תפ_8900-11-22,תפ_45433-09-17,both,hist:retry2,1
drugs,תפ_8900-11-22,תפ_63404-02-24,sup100_only,current_union|simcse|supervised_baseline,3
drugs,תפ_8900-11-22,תפ_27864-06-19,sup100_only,5fold,1
drugs,תפ_8900-11-22,תפ_16240-11-11,both,current_union|filtered|supervised_baseline,3
drugs,תפ_53127-06-16,תפ_41828-05-15,NEITHER,filtered,1
drugs,תפ_53127-06-16,תפ_60454-06-16,NEITHER,5fold,1
drugs,תפ_53127-06-16,תפ_63452-06-19,cit_only,hist:extended,1
drugs,תפ_53127-06-16,תפ_42879-09-21,cit_only,hist:extended,1
drugs,תפ_53127-06-16,תפ_42827-10-18,both,hist:main,1
drugs,תפ_53127-06-16,תפ_41061-11-14,cit_only,hist:main,1
drugs,תפ_53127-06-16,תפ_17208-07-18,cit_only,hist:extended,1
drugs,תפ_53127-06-16,תפ_14963-02-23,cit_only,hist:main,1
drugs,תפ_53127-06-16,תפ_45180-02-13,cit_only,hist:main,1
drugs,תפ_53127-06-16,תפ_39589-07-13,cit_only,hist:main,1
drugs,תפ_60154-02-19,תפ_70401-02-19,cit_only,hist:extended,1
drugs,תפ_60154-02-19,תפ_6970-05-22,NEITHER,simcse,1
drugs,תפ_60154-02-19,תפ_73351-01-23,NEITHER,simcse,1
drugs,תפ_60154-02-19,תפ_33338-02-20,NEITHER,filtered,1
drugs,תפ_60154-02-19,תפ_45480-02-19,cit_only,hist:extended,1
drugs,תפ_60154-02-19,תפ_25458-11-18,NEITHER,hist:extended,1
drugs,תפ_60154-02-19,תפ_14578-04-19,NEITHER,hist:extended,1
drugs,תפ_60154-02-19,תפ_14488-04-19,NEITHER,filtered,1
drugs,תפ_60154-02-19,תפ_69281-11-20,sup100_only,filtered,1
drugs,תפ_60154-02-19,תפ_686-05-21,NEITHER,simcse,1
drugs,תפ_46735-02-20,תפ_42956-04-22,cit_only,hist:extended,1
drugs,תפ_46735-02-20,תפ_40063-03-18,cit_only,hist:extended,1
drugs,תפ_46735-02-20,תפ_40097-07-20,NEITHER,5fold,1
drugs,תפ_46735-02-20,תפ_24239-05-17,cit_only,hist:extended,1
drugs,תפ_46735-02-20,תפ_59571-08-20,NEITHER,simcse,1
drugs,תפ_46735-02-20,תפ_22978-11-21,sup100_only,current_union|filtered|supervised_baseline,3
drugs,תפ_46735-02-20,תפ_55496-07-13,cit_only,hist:extended,1
drugs,תפ_46735-02-20,תפ_38069-12-20,both,current_union|simcse|supervised_baseline,3
drugs,תפ_46735-02-20,תפ_66877-03-22,cit_only,current_union|supervised_baseline,2
drugs,תפ_46735-02-20,תפ_34053-04-18,cit_only,hist:extended,1
