v1,v2,domain,cit_type,d_lo,d_hi
תפ_49734-12-22,תפ_50556-08-17,weapon,cocite,56.0,60.0
תפ_29772-11-13,תפ_52479-01-18,weapon,cocite,6.0,18.0
תפ_12743-08-22,תפ_29898-02-14,weapon,cocite,64.0,90.0
תפ_32581-06-20,תפ_42987-06-16,weapon,cocite,6.0,12.0
תפ_39500-07-20,תפ_66893-12-21,weapon,cocite,14.0,2.0
תפ_24044-06-22,תפ_29620-01-23,weapon,cocite,11.0,10.0
תפ_33337-07-23,תפ_47348-11-21,weapon,cocite,20.0,6.0
תפ_4435-11-17,תפ_737-10-13,drugs,"1hop,2hop,cocite",6.0,0.0
תפ_18833-05-13,תפ_48367-11-11,weapon,cocite,4.0,24.0
תפ_14684-07-24,תפ_17856-11-21,weapon,cocite,7.0,20.0
תפ_30340-08-20,תפ_46930-03-22,weapon,cocite,12.0,0.0
תפ_37104-06-22,תפ_49212-08-19,weapon,cocite,30.0,40.0
תפ_19908-10-21,תפ_26702-01-23,weapon,cocite,36.0,42.0
תפ_24548-06-13,תפ_63953-01-24,weapon,cocite,6.0,12.0
תפ_16540-08-21,תפ_21503-07-23,drugs,cocite,36.0,60.0
תפ_37966-04-23,תפ_50474-09-22,weapon,cocite,0.0,8.0
תפ_32174-07-20,תפ_46173-08-15,drugs,cocite,6.0,18.0
תפ_33439-01-21,תפ_5911-11-16,drugs,cocite,14.0,28.0
תפ_34792-10-18,תפ_4730-11-21,drugs,cocite,27.0,48.0
תפ_28787-04-22,תפ_41830-12-21,weapon,cocite,2.0,0.0
תפ_37932-05-20,תפ_62073-03-19,drugs,"1hop,cocite",0.0,0.0
תפ_33541-02-20,תפ_38574-12-18,drugs,cocite,14.0,18.0
תפ_35202-10-15,תפ_49875-05-23,drugs,cocite,16.0,30.0
תפ_19393-03-17,תפ_43263-03-21,drugs,cocite,4.0,18.0
תפ_41754-05-22,תפ_50556-08-17,weapon,cocite,2.0,0.0
תפ_18689-01-17,תפ_3068-11-15,weapon,cocite,2.0,18.0
תפ_20477-02-20,תפ_52789-09-22,weapon,cocite,50.0,66.0
תפ_41775-01-11,תפ_44620-01-22,weapon,cocite,15.0,30.0
תא_40004-08-18,תפ_58603-06-21,drugs,cocite,4.0,6.0
תפ_10896-06-20,תפ_44157-08-16,weapon,cocite,4.0,12.0
תפ_11739-03-21,תפ_34197-11-21,drugs,cocite,18.0,48.0
תפ_53496-03-18,תפ_8008-07-19,weapon,cocite,3.0,6.0
תפ_35488-11-23,תפ_39808-05-23,weapon,cocite,12.0,14.0
תפ_16540-08-21,תפ_23443-04-21,drugs,cocite,32.0,54.0
תפ_40922-11-15,תפ_950-09-17,weapon,cocite,5.0,0.0
תפ_26792-04-16,תפ_69278-05-18,drugs,cocite,18.0,12.0
תפ_35186-03-18,תפ_46930-03-22,weapon,cocite,18.0,12.0
תפ_1118-10-18,תפ_27780-05-15,weapon,cocite,3.0,16.0
תפ_39214-12-15,תפ_5775-02-18,drugs,cocite,15.0,30.0
תפ_38303-12-13,תפ_59422-07-14,weapon,cocite,42.0,60.0
תפ_17415-10-21,תפ_46896-11-15,drugs,cocite,9.0,12.0
תפ_58966-01-18,תפ_62794-11-21,drugs,2hop,42.0,54.0
תפ_22338-06-09,תפח_54962-08-15,weapon,cocite,112.0,138.0
תפ_21459-01-16,תפ_950-09-17,weapon,cocite,11.0,4.0
תפ_21594-06-16,תפ_63155-05-23,weapon,cocite,26.0,32.0
תפ_70111-03-23,תפ_7467-12-20,weapon,cocite,13.0,25.0
תפ_17822-05-15,תפ_36953-04-14,drugs,1hop,2.0,12.0
תפ_50556-08-17,תפ_51088-03-21,weapon,cocite,19.0,12.0
תפ_43009-08-20,תפ_67387-08-23,weapon,"2hop,cocite",6.0,12.0
תפ_10650-11-21,תפ_16020-10-22,weapon,cocite,18.0,30.0
תפ_5013-12,תפח_18488-12-15,weapon,2hop,36.0,48.0
תפ_31425-08-20,תפ_38014-02-22,drugs,cocite,8.0,36.0
תפ_15263-09-18,תפ_16273-02-16,drugs,cocite,4.0,0.0
תפ_32339-12-19,תפ_39941-11-19,weapon,cocite,0.0,6.0
תפ_22971-02-22,תפ_31842-04-21,weapon,cocite,12.0,24.0
תפ_1219-06-23,תפ_30003-03-22,weapon,cocite,16.0,32.0
תפ_24548-06-13,תפ_6832-11-23,weapon,cocite,2.0,0.0
תפ_41271-08-14,תפח_39094-05-12,weapon,cocite,228.0,276.0
תפ_16760-09-22,תפ_59967-01-13,weapon,cocite,6.0,12.0
תפ_42223-07-16,תפ_54879-08-16,weapon,cocite,0.0,0.0
תפ_1641-04-19,תפ_17766-12-20,weapon,cocite,3.0,0.0
תפ_15744-02-20,תפ_1589-02-16,weapon,cocite,12.0,24.0
תפ_11104-07-19,תפ_43338-05-16,weapon,cocite,2.0,10.0
תפ_35397-07-21,תפ_64581-08-23,weapon,cocite,18.0,30.0
תפ_4102-11-20,תפ_54607-07-19,weapon,cocite,4.0,24.0
תפ_20068-10-22,תפ_67356-12-21,weapon,cocite,8.0,24.0
תפ_10938-11-23,תפ_35431-03-21,weapon,cocite,16.0,20.0
תפ_17856-11-21,תפ_7089-08-23,weapon,cocite,3.0,0.0
תפ_1106-03-18,תפ_61452-02-16,weapon,cocite,11.0,24.0
תפ_28107-06-20,תפ_49401-08-15,drugs,"1hop,cocite",3.0,6.0
תפ_1956-04-21,תפ_30340-08-20,weapon,cocite,18.0,12.0
תפ_1219-06-23,תפ_40011-04-14,weapon,cocite,2.0,22.0
תפ_23648-12-19,תפ_61841-07-22,weapon,cocite,34.0,36.0
תפ_182-11-12,תפ_983-05-15,weapon,cocite,18.0,36.0
תפ_13270-02-20,תפ_38687-04-20,weapon,cocite,4.0,16.0
תפ_26210-11-21,תפ_35431-03-21,weapon,cocite,20.0,16.0
תפ_76327-07-19,תפ_8887-10-21,drugs,1hop,9.0,12.0
תפ_21813-09-16,תפ_61452-02-16,weapon,cocite,16.0,36.0
תפ_6415-10-23,תפ_66893-12-21,weapon,cocite,18.0,30.0
תפ_17137-11-21,תפ_56900-11-18,weapon,cocite,12.0,24.0
תפ_25546-11-23,תפ_39345-03-20,weapon,cocite,12.0,20.0
תפ_20451-09-20,תפ_51523-10-17,weapon,cocite,9.0,16.0
תפ_38687-04-20,תפ_54202-01-23,weapon,cocite,4.0,10.0
תפ_6514-03-23,תפח_41585-03-16,weapon,cocite,36.0,48.0
תפ_23322-02-16,תפ_36953-04-14,drugs,2hop,4.0,12.0
תפ_33420-12-20,תפ_46916-07-22,weapon,cocite,6.0,2.0
תפ_37551-01-16,תפ_40063-03-18,drugs,cocite,18.0,36.0
תפ_7774-03-23,תפח_51122-01-13,weapon,cocite,12.0,26.0
תפ_34526-06-18,תפ_4133-01-20,weapon,cocite,4.0,0.0
תפ_28371-03-17,תפ_8689-04-21,drugs,cocite,2.0,2.0
תפ_1108-05-15,תפ_55035-10-18,weapon,"1hop,2hop,cocite",0.0,8.0
תפ_3742-07-18,תפ_61106-05-20,weapon,cocite,10.0,18.0
תפ_33420-12-20,תפ_33726-11-21,weapon,cocite,4.0,14.0
תפ_17677-04-17,תפ_49376-01-24,drugs,cocite,16.0,22.0
תפ_20425-02-20,תפ_50551-03-18,weapon,"1hop,cocite",5.0,0.0
תפ_12158-04-23,תפח_4633-09-16,weapon,cocite,88.0,120.0
תפ_28715-03-22,תפ_35473-12-21,weapon,cocite,8.0,15.0
תפ_1338-12-20,תפ_72132-02-19,drugs,cocite,3.0,6.0
תפ_12672-11-21,תפ_51352-12-21,drugs,"1hop,2hop,cocite",8.0,16.0
תפ_39214-12-15,תפ_47474-01-14,drugs,cocite,51.0,72.0
תפ_6852-03-21,תפ_7774-03-23,weapon,cocite,6.0,6.0
תפ_37722-09-23,תפ_60765-03-22,weapon,cocite,0.0,18.0
תפ_24748-11-21,תפ_808-06-16,weapon,cocite,0.0,0.0
תפ_18957-11-20,תפ_950-09-17,weapon,cocite,3.0,6.0
תפ_44862-06-20,תפ_47284-06-18,weapon,cocite,9.0,12.0
תפ_33009-05-16,תפ_41952-02-22,weapon,cocite,6.0,18.0
תפ_60803-01-19,תפ_61273-12-15,drugs,"1hop,cocite",6.0,12.0
תפ_13-02-14,תפ_37175-07-20,weapon,cocite,39.0,90.0
תפ_18689-01-17,תפ_22417-12-21,weapon,cocite,5.0,18.0
תפ_35186-03-18,תפ_52390-06-19,weapon,cocite,6.0,12.0
תפ_40999-01-21,תפ_52848-09-22,weapon,cocite,40.0,82.0
תפ_35227-05-17,תפ_57526-07-21,weapon,cocite,18.0,14.0
תפ_21906-07-18,תפ_70062-03-23,weapon,cocite,0.0,14.0
תפ_19830-10-20,תפ_7414-01-15,drugs,1hop,8.0,6.0
תפ_10180-01-24,תפ_33420-12-20,weapon,cocite,10.0,2.0
תפ_52848-09-22,תפ_6968-01-24,weapon,cocite,2.0,20.0
תפ_17415-10-21,תפ_47757-02-18,drugs,cocite,27.0,36.0
תפ_16753-02-22,תפ_46939-09-23,weapon,cocite,15.0,12.0
תפ_12154-12-14,תפ_28148-07-20,weapon,cocite,14.0,30.0
תפ_12143-06-20,תפ_6749-09-22,drugs,cocite,24.0,36.0
תפ_20367-05-16,תפ_62062-06-20,weapon,cocite,14.0,12.0
תפ_3986-06-22,תפ_61452-12-22,weapon,cocite,12.0,8.0
תפ_31498-01-16,תפ_41694-03-20,weapon,cocite,6.0,0.0
תפ_45971-11-13,תפ_61452-12-22,weapon,cocite,9.0,9.0
תפ_35397-07-21,תפ_41276-06-17,weapon,1hop,2.0,0.0
תפ_1631-01-22,תפ_45228-07-16,weapon,cocite,0.0,0.0
תפ_13153-08-15,תפ_22417-12-21,weapon,cocite,4.0,0.0
תפ_16779-09-22,תפ_66893-12-21,weapon,cocite,16.0,8.0
תפ_19759-07-21,תפ_41952-02-22,weapon,cocite,14.0,12.0
תפ_13373-10-23,תפ_3526-04-21,drugs,cocite,20.0,36.0
תפ_25053-07-24,תפ_59464-09-23,weapon,cocite,22.0,22.0
תפ_31218-10-14,תפח_17033-01-22,weapon,cocite,52.0,88.0
תפ_36091-07-15,תפ_4411-07-19,weapon,cocite,6.0,12.0
תפ_28787-04-22,תפ_53715-12-15,weapon,cocite,2.0,0.0
תפ_10205-08-21,תפ_51209-04-23,weapon,cocite,2.0,6.0
תפ_17919-01-15,תפ_44840-06-16,weapon,cocite,18.0,28.0
תפ_1589-02-16,תפ_371-10-15,weapon,cocite,78.0,138.0
תפ_12606-07-22,תפ_63100-02-24,weapon,cocite,30.0,56.0
תפ_38303-12-13,תפ_52000-02-15,weapon,cocite,2.0,10.0
תפ_42697-05-18,תפ_5085-07-17,weapon,cocite,9.0,6.0
תפ_3531-12-13,תפ_6832-11-23,weapon,cocite,28.0,60.0
תפ_4795-12-17,תפ_53539-11-17,weapon,cocite,54.0,126.0
תפ_182-11-12,תפ_40922-11-15,weapon,cocite,28.0,48.0
תפ_10689-10-17,תפ_18203-04-19,drugs,cocite,9.0,21.0
תפ_22021-09-22,תפ_70374-11-20,drugs,cocite,18.0,16.0
תפ_33541-02-20,תפ_56566-08-20,drugs,cocite,22.0,36.0
תפ_13-02-14,תפ_34027-04-18,weapon,cocite,15.0,30.0
תפ_14553-12-23,תפ_27103-01-18,drugs,cocite,19.0,24.0
תפ_12109-06-15,תפ_51306-12-18,weapon,cocite,76.0,114.0
תפ_16651-01-24,תפח_53498-02-20,weapon,cocite,60.0,60.0
תפ_17415-10-21,תפ_35568-01-23,drugs,cocite,5.0,0.0
תפ_14885-06-24,תפ_70111-03-23,weapon,cocite,47.0,67.0
תפ_11362-10-15,תפ_18510-10-14,weapon,cocite,6.0,18.0
תפ_18397-02-16,תפ_69980-11-20,weapon,cocite,6.0,0.0
תפ_39424-11-22,תפ_46967-02-21,drugs,cocite,26.0,36.0
תפ_18957-11-20,תפ_40922-11-15,weapon,cocite,2.0,6.0
תפ_41271-08-14,תפ_46737-07-22,weapon,cocite,4.0,12.0
תפ_13270-02-20,תפ_34242-02-16,weapon,cocite,6.0,24.0
תפ_15812-03-15,תפ_18846-06-20,drugs,"2hop,cocite",12.0,16.0
תפ_16958-01-14,תפ_6270-11-19,drugs,2hop,4.0,4.0
תפ_15747-08-22,תפ_59329-02-18,drugs,cocite,24.0,63.0
תפ_60015-05-22,תפ_6316-09-20,drugs,cocite,6.0,12.0
תפ_69281-11-20,תפ_7867-04-22,drugs,cocite,13.0,25.0
תפ_33726-11-21,תפ_4459-03-24,weapon,cocite,0.0,6.0
תפ_32339-12-19,תפ_41754-05-22,weapon,"2hop,cocite",6.0,2.0
תפ_45713-07-17,תפ_6431-05-13,weapon,cocite,24.0,40.0
תפ_32907-12-20,תפ_42991-05-16,weapon,cocite,4.0,6.0
תפ_51912-09-23,תפ_56731-07-23,weapon,"1hop,cocite",6.0,0.0
תפ_13154-01-18,תפ_59812-02-16,weapon,cocite,6.0,0.0
תפ_34027-04-18,תפ_49212-08-19,weapon,cocite,22.0,40.0
תפ_12406-11-15,תפ_16161-04-21,weapon,cocite,42.0,12.0
תפ_19827-06-15,תפ_23443-04-21,drugs,cocite,9.0,12.0
תפ_36111-05-22,תפ_45226-12-22,weapon,"2hop,cocite",6.0,5.0
תפ_18210-05-23,תפ_28845-04-22,weapon,cocite,6.0,4.0
תפ_22715-06-17,תפ_35074-05-17,drugs,cocite,2.0,0.0
תפ_1178-06-21,תפ_33337-07-23,weapon,cocite,10.0,0.0
תפ_38355-09-23,תפ_53377-09-22,weapon,cocite,12.0,8.0
תפ_24044-06-22,תפ_48621-05-22,weapon,cocite,36.0,50.0
תפ_2077-10-23,תפ_33420-12-20,weapon,cocite,8.0,5.0
תפ_21280-11-18,תפ_40063-03-18,drugs,cocite,2.0,6.0
תפ_23075-10-23,תפ_64581-08-23,weapon,cocite,0.0,18.0
תפ_10180-01-24,תפ_32339-12-19,weapon,cocite,12.0,2.0
תפ_33420-12-20,תפ_56328-06-22,weapon,cocite,13.0,26.0
תפ_2275-06-17,תפ_35202-10-15,drugs,cocite,10.0,18.0
תפ_32817-12-14,תפ_47757-02-18,drugs,cocite,31.0,48.0
תפ_15710-09-21,תפ_69945-03-23,weapon,cocite,19.0,18.0
תפ_37047-07-20,תפ_53539-11-17,weapon,cocite,30.0,72.0
תפ_45465-11-15,תפ_53496-03-18,weapon,cocite,9.0,24.0
תפ_28107-06-20,תפ_9804-01-24,drugs,cocite,15.0,18.0
תפ_51607-08-21,תפ_6968-01-24,weapon,cocite,6.0,18.0
תפ_26069-10-19,תפ_26565-12-20,weapon,"2hop,cocite",6.0,2.0
תפ_20387-03-23,תפ_4102-11-20,weapon,cocite,12.0,18.0
תפ_14810-04-16,תפ_3531-12-13,weapon,cocite,12.0,36.0
תפ_27294-04-19,תפ_43597-08-21,weapon,cocite,4.0,0.0
תפ_17856-11-21,תפ_70450-03-23,weapon,cocite,35.0,46.0
תפ_39998-08-15,תפ_44381-05-20,weapon,cocite,11.0,9.0
תפ_23282-05-17,תפ_5775-02-18,drugs,cocite,22.0,40.0
תפ_19384-05-16,תפ_59422-07-14,weapon,cocite,8.0,24.0
תפ_24215-06-13,תפ_52848-09-22,weapon,cocite,8.0,14.0
תפ_50330-07-18,תפ_50474-09-22,weapon,cocite,17.0,32.0
תפ_54202-01-23,תפ_8333-11-20,weapon,cocite,10.0,2.0
תפ_32817-12-14,תפ_38531-11-18,drugs,cocite,13.0,18.0
תפ_34737-09-21,תפ_7089-08-23,weapon,cocite,16.0,26.0
תפ_11739-03-21,תפ_53517-08-15,drugs,cocite,36.0,66.0
תפ_43597-08-21,תפח_30875-04-17,weapon,cocite,54.0,84.0
תפ_48621-05-22,תפ_59067-10-21,weapon,cocite,38.0,52.0
תפ_3384-12-23,תפ_61452-02-16,weapon,cocite,2.0,24.0
תפ_20477-02-20,תפ_6904-12-14,weapon,cocite,2.0,6.0
תפ_10347-10-23,תפ_60429-12-21,weapon,cocite,12.0,12.0
תפ_25934-06-19,תפ_3766-09-21,drugs,cocite,7.0,16.0
תפ_25639-03-21,תפ_50487-06-22,weapon,cocite,18.0,24.0
תפ_27277-01-15,תפ_63355-02-23,weapon,cocite,24.0,14.0
תפ_10180-01-24,תפ_1136-11-21,weapon,cocite,3.0,12.0
תפ_41967-08-17,תפ_52790-03-18,weapon,cocite,24.0,48.0
תפ_54083-05-20,תפ_7735-04-19,weapon,cocite,3.0,6.0
תפ_17916-05-19,תפ_18957-11-20,weapon,cocite,2.0,6.0
תפ_28246-06-21,תפ_9873-02-17,weapon,cocite,74.0,96.0
תפ_22417-12-21,תפ_42118-11-23,weapon,cocite,17.0,24.0
תפ_63155-05-23,תפ_67356-12-21,weapon,cocite,4.0,8.0
תפ_53127-06-16,תפ_59971-01-17,drugs,cocite,24.0,32.0
תפ_43471-12-22,תפ_61820-08-21,weapon,cocite,3.0,0.0
תפ_14411-11-21,תפ_7074-11-23,weapon,"2hop,cocite",2.0,4.0
תפ_26702-01-23,תפ_57996-05-20,weapon,cocite,36.0,48.0
תפ_14115-07-19,תפ_3295-04-18,weapon,cocite,0.0,0.0
תפ_22971-02-22,תפ_32775-09-23,weapon,cocite,12.0,12.0
תפ_30433-06-22,תפ_64941-05-17,weapon,cocite,8.0,12.0
תפ_46250-11-21,תפ_46916-07-22,weapon,cocite,15.0,16.0
תפ_21503-07-23,תפ_37850-05-17,drugs,cocite,0.0,12.0
תפ_12130-05-22,תפ_32817-12-14,drugs,cocite,9.0,18.0
תפ_16996-08-12,תפ_34737-09-21,weapon,cocite,6.0,9.0
תפ_1410-03-24,תפ_61118-07-23,weapon,cocite,10.0,18.0
תפ_11370-07-16,תפ_32174-07-20,drugs,cocite,4.0,6.0
תפ_10316-06-13,תפ_12143-06-20,drugs,cocite,30.0,36.0
תפ_13177-04-21,תפ_48176-01-22,weapon,cocite,48.0,2.0
תפ_16779-09-22,תפ_53715-12-15,weapon,cocite,0.0,2.0
תפ_46108-06-20,תפ_54432-02-17,weapon,cocite,0.0,6.0
תפ_50556-08-17,תפ_9785-12-15,weapon,cocite,12.0,8.0
תפ_11734-06-22,תפח_46412-12-15,weapon,cocite,1.0,2.0
תפ_43084-09-20,תפ_7027-07-19,drugs,cocite,0.0,2.0
תפ_1410-03-24,תפ_7811-10-23,weapon,cocite,20.0,26.0
תפ_19759-07-21,תפ_31334-11-15,weapon,cocite,4.0,12.0
תפ_23537-02-14,תפ_54202-01-23,weapon,cocite,14.0,26.0
תפ_3667-07-15,תפ_5391-02-20,drugs,cocite,6.0,4.0
תפ_31249-06-14,תפ_53715-12-15,weapon,cocite,10.0,24.0
תפ_49734-12-22,תפ_7196-03-21,weapon,cocite,12.0,12.0
תפ_47348-11-21,תפ_70062-03-23,weapon,cocite,30.0,34.0
תפ_39998-08-15,תפ_998-08-14,weapon,cocite,12.0,18.0
תפ_45456-12-21,תפח_15217-03-19,weapon,cocite,180.0,216.0
תפ_18689-01-17,תפ_70166-03-23,weapon,cocite,58.0,84.0
תפ_1578-04-13,תפ_43271-05-21,weapon,2hop,30.0,36.0
תפ_41754-05-22,תפ_6514-03-23,weapon,cocite,14.0,12.0
תפ_9873-02-17,תפח_26879-11-12,weapon,cocite,62.0,72.0
תפ_26036-08-21,תפ_42106-01-22,weapon,cocite,5.0,20.0
תפ_1631-01-22,תפ_39500-07-20,weapon,cocite,6.0,10.0
תפ_45597-05-15,תפ_52000-02-15,weapon,1hop,2.0,10.0
תפ_15387-01-21,תפ_26549-09-21,weapon,cocite,2.0,8.0
עפ_6029-03,תפ_7926-08-19,drugs,2hop,2.0,2.0
תפ_10347-10-23,תפ_35473-12-21,weapon,cocite,0.0,3.0
תפ_40892-01-24,תפ_67473-10-21,drugs,cocite,12.0,24.0
תפ_41276-06-17,תפ_55664-02-14,weapon,cocite,2.0,6.0
תפ_11042-06-20,תפ_45228-07-16,weapon,"2hop,cocite",5.0,10.0
תפ_32956-11-20,תפ_38574-12-18,drugs,cocite,14.0,18.0
תפ_45055-01-22,תפ_60015-05-22,drugs,cocite,12.0,26.0
תפ_2144-04-21,תפ_37083-11-14,weapon,cocite,5.0,0.0
תפ_41775-01-11,תפ_7108-02-16,weapon,cocite,15.0,24.0
תפ_51473-05-20,תפ_61299-12-19,weapon,cocite,9.0,14.0
תפ_17856-06-17,תפ_34027-04-18,weapon,cocite,0.0,12.0
תפ_59004-08-23,תפ_7089-08-23,weapon,cocite,11.0,20.0
תפ_50059-04-15,תפ_9228-05-21,drugs,cocite,0.0,0.0
תפ_1788-06-17,תפ_8689-04-21,drugs,1hop,0.0,0.0
תפ_35227-05-17,תפ_56900-11-18,weapon,cocite,20.0,28.0
תפ_54132-03-21,תפח_53698-03-17,weapon,cocite,16.0,24.0
תפ_13301-07-18,תפ_69640-10-18,weapon,cocite,9.0,14.0
תפ_5085-07-17,תפ_51523-10-17,weapon,cocite,0.0,6.0
תפ_23782-02-20,תפ_48176-01-22,weapon,cocite,48.0,12.0
תפ_3686-01-16,תפ_48905-12-20,weapon,cocite,14.0,22.0
תפ_31216-01-22,תפח_866-07-14,weapon,cocite,92.0,132.0
תפ_12376-04-20,תפ_57498-03-19,weapon,cocite,10.0,12.0
תפ_29216-07-16,תפ_65884-10-13,drugs,cocite,0.0,24.0
תפ_50487-06-22,תפ_7089-08-23,weapon,cocite,8.0,10.0
תפ_11217-09-21,תפ_52781-10-18,drugs,2hop,5.0,0.0
תפ_34737-09-21,תפ_50474-09-22,weapon,cocite,20.0,38.0
תפ_19908-10-21,תפ_61841-07-22,weapon,cocite,22.0,6.0
תפ_10180-01-24,תפ_7813-06-22,weapon,cocite,11.0,24.0
תפ_12406-11-15,תפ_15376-06-13,weapon,cocite,6.0,66.0
תפ_18689-01-17,תפ_44862-06-20,weapon,cocite,4.0,18.0
תפ_19691-03-18,תפ_7430-02-18,drugs,"1hop,cocite",1.0,5.0
תפ_16540-08-21,תפ_25537-07-24,drugs,cocite,37.0,62.0
תפ_4460-04-18,תפ_73906-12-20,drugs,"2hop,cocite",10.0,8.0
תפ_43471-12-22,תפ_61452-02-16,weapon,cocite,6.0,24.0
תפ_1363-04-22,תפ_47348-11-21,weapon,cocite,2.0,6.0
תפ_17677-04-17,תפ_1870-04-16,drugs,cocite,14.0,16.0
תפ_1363-04-22,תפ_8188-06-23,weapon,cocite,16.0,16.0
תפ_12606-07-22,תפ_20216-02-22,weapon,cocite,36.0,60.0
תפ_46108-06-20,תפ_59812-02-16,weapon,cocite,8.0,0.0
תפ_1410-03-24,תפ_24044-06-22,weapon,cocite,14.0,24.0
תפ_41189-09-15,תפ_47757-02-18,drugs,cocite,31.0,48.0
תפ_60820-07-14,תפ_61841-07-22,weapon,cocite,2.0,24.0
תפ_12615-11-21,תפ_7467-12-20,weapon,cocite,22.0,20.0
תפ_25631-03-22,תפ_29947-07-23,weapon,cocite,30.0,18.0
תפ_15387-01-21,תפ_30003-03-22,weapon,cocite,18.0,30.0
תפ_18689-01-17,תפ_57539-11-15,weapon,cocite,10.0,18.0
תפ_3295-04-18,תפח_34802-06-19,weapon,cocite,246.0,324.0
תפ_63355-02-23,תפ_63953-01-24,weapon,cocite,18.0,26.0
תפ_19759-07-21,תפ_35364-01-18,weapon,cocite,26.0,42.0
תפ_14802-02-23,תפ_16779-09-22,weapon,cocite,3.0,10.0
תפ_21594-06-16,תפ_7108-02-16,weapon,cocite,12.0,24.0
תפ_12035-06-20,תפ_41522-05-18,weapon,cocite,4.0,4.0
תפ_28157-02-23,תפ_59329-02-18,drugs,cocite,6.0,7.0
תפ_15587-10-21,תפ_49932-08-21,drugs,cocite,2.0,6.0
תפ_28246-06-21,תפח_55639-05-17,weapon,cocite,132.0,120.0
תפ_17856-06-17,תפ_42991-05-16,weapon,cocite,14.0,36.0
תפ_17677-04-17,תפ_20482-10-16,drugs,cocite,2.0,2.0
תפ_51810-03-15,תפ_6659-02-21,drugs,cocite,12.0,28.0
תפ_13632-08-17,תפ_38193-11-23,weapon,cocite,33.0,54.0
תפ_16651-01-24,תפ_58774-07-22,weapon,cocite,6.0,26.0
תפ_11090-07-23,תפ_51886-02-24,drugs,"1hop,cocite",22.0,25.0
תפ_47284-06-18,תפ_808-06-16,weapon,cocite,3.0,0.0
תפ_55185-02-20,תפ_61158-05-20,weapon,cocite,1.0,4.0
תפ_22971-02-22,תפ_46250-11-21,weapon,cocite,35.0,48.0
תפ_1197-11-21,תפ_25537-07-24,drugs,cocite,3.0,2.0
תפ_13519-11-23,תפ_41189-09-15,drugs,1hop,4.0,0.0
תפ_4632-02-22,תפ_70374-11-20,drugs,cocite,30.0,34.0
תפ_35202-10-15,תפ_40892-01-24,drugs,cocite,8.0,12.0
תפ_33839-04-18,תפ_8689-04-21,drugs,cocite,2.0,2.0
תפ_12480-04-16,תפ_37104-06-22,weapon,"1hop,cocite",14.0,3.0
תפ_41600-02-21,תפ_46183-11-15,weapon,cocite,0.0,6.0
תפ_16273-02-16,תפ_41269-05-16,drugs,cocite,26.0,48.0
תפ_16760-09-22,תפ_52322-10-23,weapon,cocite,12.0,12.0
תפ_13154-01-18,תפ_52000-02-15,weapon,cocite,4.0,22.0
תפ_31842-04-21,תפ_51523-10-17,weapon,cocite,27.0,36.0
תפ_1057-05-15,תפ_2599-09-17,drugs,cocite,18.0,42.0
תפ_10347-10-23,תפ_32775-09-23,weapon,cocite,36.0,48.0
תפ_2275-06-17,תפ_39424-11-22,drugs,cocite,8.0,12.0
תפ_38687-04-20,תפ_52848-09-22,weapon,cocite,16.0,22.0
תפ_37386-11-13,תפ_52789-09-22,weapon,cocite,53.0,78.0
תפ_63953-01-24,תפ_68096-11-21,weapon,cocite,18.0,26.0
תפ_1178-06-21,תפ_1410-03-24,weapon,cocite,10.0,20.0
תפ_17916-05-19,תפ_61106-05-20,weapon,cocite,6.0,12.0
תפ_46967-02-21,תפ_53517-08-15,drugs,cocite,24.0,30.0
תפ_40536-10-20,תפ_808-06-16,weapon,cocite,8.0,8.0
תפ_21459-01-16,תפ_395-05-17,weapon,cocite,16.0,32.0
תפ_2211-11-19,תפ_58021-11-17,drugs,1hop,9.0,12.0
תפ_45965-07-16,תפ_52390-06-19,weapon,cocite,24.0,42.0
תפח_47805-04-13,תפח_53698-03-17,weapon,cocite,12.0,48.0
תפ_21009-03-15,תפ_34242-02-16,weapon,cocite,10.0,18.0
תפ_34737-09-21,תפ_37175-07-20,weapon,cocite,36.0,84.0
תפ_26839-11-16,תפ_33439-01-21,drugs,cocite,10.0,4.0
תפ_18957-11-20,תפ_52515-03-20,weapon,"1hop,cocite",5.0,10.0
תפ_34792-10-18,תפ_66306-03-19,drugs,cocite,10.0,18.0
תפ_41952-02-22,תפ_68096-11-21,weapon,cocite,0.0,8.0
תפ_48978-07-21,תפ_51607-08-21,weapon,cocite,12.0,12.0
תפ_32659-05-18,תפ_395-05-17,weapon,cocite,20.0,24.0
תפ_6832-11-23,תפ_68389-07-20,weapon,cocite,5.0,4.0
תפ_35431-03-21,תפ_53715-12-15,weapon,cocite,14.0,14.0
תפ_1108-05-15,תפ_17707-04-14,weapon,cocite,18.0,20.0
תפ_40898-11-19,תפ_59967-01-13,weapon,cocite,10.0,18.0
תפ_25624-03-22,תפ_50148-01-14,weapon,cocite,42.0,60.0
תפ_2330-02-20,תפ_52567-05-23,drugs,cocite,19.0,18.0
תפ_18557-10-21,תפ_28845-04-22,weapon,cocite,3.0,2.0
תפ_20425-02-20,תפ_21971-07-18,weapon,cocite,10.0,20.0
תפ_15783-08-22,תפ_28736-03-20,drugs,cocite,3.0,4.0
תפ_36033-05-22,תפ_60803-01-19,drugs,cocite,5.0,6.0
תפ_24895-03-20,תפ_35865-07-17,drugs,cocite,2.0,2.0
תפ_37002-02-16,תפ_37825-05-15,drugs,"1hop,cocite",11.0,18.0
